Agent_name,word,frequency
John Nelson,nice,1
John Miller,nice,1
John Gordon,nice,1
John Gonzalez,nice,1
Jacqueline Edwards,nice,1
Jacob Robertson Jr.,nice,1
Jacob Mitchell,nice,1
Dawn Brown,nice,1
Douglas Smith,nice,1
Dominique Roberts,nice,1
Diana White,nice,1
Devon Daniel,nice,1
Debra Hanson,nice,1
Debra Brown,nice,1
Dawn Whitaker,nice,1
David Williamson,nice,1
Edward Moreno,nice,1
David Smith,nice,1
David Garcia,nice,1
Daniel Martinez,nice,1
Daniel Davis,nice,1
Daniel Dalton,nice,1
Dalton Oneal,nice,1
Dakota Collins,nice,1
Duane Norman,nice,1
Edward Taylor,nice,1
Jacob Arnold,nice,1
Gordon Jones,nice,1
Ian Hall,nice,1
Hunter Hoffman,nice,1
Holly Huang,nice,1
Holly Glover,nice,1
Hannah Harding,nice,1
Haley Carroll,nice,1
Gregg Perez,nice,1
Garrett Parker,nice,1
Elizabeth Garcia,nice,1
Fred Newman,nice,1
Franklin Dixon,nice,1
Eric Dunn MD,nice,1
Emma Wyatt,nice,1
Emily Sharp,nice,1
Elizabeth Mills,nice,1
Elizabeth Macias,nice,1
Kathryn Vasquez,nice,1
Kathy Stevenson,nice,1
Katrina Mendoza,nice,1
Nicole Chavez,nice,1
Penny Lam,nice,1
Paula Wilkins,nice,1
Paula Castillo,nice,1
Paul Ryan,nice,1
Paul Preston,nice,1
Patricia Lambert,nice,1
Nicole Green,nice,1
Nichole Price,nice,1
Rachel Green,nice,1
Nicholas Wright,nice,1
Nathaniel Smith,nice,1
Natasha Hunter,nice,1
Natalie Gonzales,nice,1
Nancy Baker,nice,1
Mr. Jeremy Sanchez,nice,1
Mikayla Wright,nice,1
Peter Thomas,nice,1
Rachel Smith,nice,1
Michelle Garrison,nice,1
Ronald King,nice,1
Samuel Mccoy,nice,1
Samuel Hanson,nice,1
Ryan Payne,nice,1
Ryan Bishop III,nice,1
Russell Lee,nice,1
Roy Lynch,nice,1
Ronnie Romero,nice,1
Ronald Houston,nice,1
Randy May,nice,1
Robert Lewis,nice,1
Robert Lara,nice,1
Robert Cook,nice,1
Renee Martin,nice,1
Regina Harper,nice,1
Rebecca James,nice,1
Rebecca Graham,nice,1
Michelle Hart,nice,1
Michele Davidson,nice,1
Kelly Martin,nice,1
Kristen Walker,nice,1
Lisa Thompson DVM,nice,1
Lisa Johnson,nice,1
Lindsay Ward,nice,1
Linda Murray,nice,1
Laura Patel,nice,1
Kristina Gutierrez,nice,1
Kristi Schultz,nice,1
Kimberly Rogers,nice,1
Margaret Prince,nice,1
Kimberly Morris,nice,1
Kevin Walsh,nice,1
Kevin Cook,nice,1
Kenneth Murphy,nice,1
Kenneth Henderson,nice,1
Kelsey Richardson,nice,1
Kelly Singh,nice,1
Luis Ramsey,nice,1
Mario Simpson,nice,1
Michael Torres,nice,1
Michael Abbott,nice,1
Michael Stevens,nice,1
Michael Ruiz,nice,1
Michael Olsen,nice,1
Michael Larson,nice,1
Michael Ellison,nice,1
Michael Dunlap,nice,1
Michael Brady,nice,1
Melissa Robinson,nice,1
Mark Black,nice,1
Melanie Cortez,nice,1
Megan Hernandez,nice,1
Matthew Singleton,nice,1
Matthew Mendoza MD,nice,1
Mary Ross,nice,1
Mary Quinn,nice,1
Mary Powell,nice,1
Charlotte Jacobs,obd,1
Mario Simpson,obd,1
Olivia Nguyen,obvious,1
Bruce Smith,order,1
Olivia Villa,order,1
Natasha Hunter,order,1
Ms. Karen Moore,order,1
Monique Graham,order,1
Mike Fields,order,1
Mikayla Wright,order,1
Michael Miller,order,1
Melissa Russell,order,1
Melissa Nelson,order,1
Matthew Calderon,order,1
Mary Ross,order,1
Mario Terrell,order,1
Luke Schultz,order,1
Lori Daugherty,order,1
Logan Barnett,order,1
Lisa Osborne,order,1
Lindsey Smith,order,1
Rachel Avila,order,1
Rachel Parker,order,1
Rachel Smith,order,1
Steven Fox,order,1
Travis Gardner,order,1
Tony Jones,order,1
Timothy Taylor,order,1
Timothy Huff,order,1
Timothy Grant,order,1
Teresa Gilbert,order,1
Tammy Cochran,order,1
Stephanie Lewis,order,1
Rebecca Walker,order,1
Stephanie Johnson,order,1
Stephanie Holmes,order,1
Sarah Bennett,order,1
Sandra Alvarado,order,1
Robert Smith,order,1
Ricky Berger,order,1
Richard Smith,order,1
Lawrence Phillips,order,1
Laurie Wilson,order,1
Lauren Dominguez,order,1
Daniel Martinez,order,1
Dylan Mercer,order,1
Donna Miller,order,1
Dennis Miller,order,1
Dawn Boyd,order,1
David Smith,order,1
David Perez,order,1
Darren Hoffman,order,1
Craig Gonzales,order,1
Elizabeth Garcia,order,1
Claudia Massey,order,1
Christine Gray,order,1
Christina Bolton,order,1
Charles Huff,order,1
Chad Nielsen,order,1
Carolyn Norman,order,1
Carla Morgan,order,1
Elijah Hoffman,order,1
Guy Duncan,order,1
Laura Smith,order,1
Judith Wyatt,order,1
Laura Farmer,order,1
Kristin King,order,1
Kevin Ramos,order,1
Kelsey Garcia,order,1
Kayla Martin,order,1
Kathy Price,order,1
Kathryn Vasquez,order,1
Jonathan Wright,order,1
Jake Castro,order,1
Jon Moore,order,1
John Joseph,order,1
John Gordon,order,1
John Adkins,order,1
Jean Marshall,order,1
Jasmine Maxwell,order,1
Janet Shea,order,1
Tyler Arroyo,order,1
Veronica Anderson,order,1
Veronica Howell,order,1
Ruben Horton,ordering,1
Joshua Christensen,orders,1
James Williams,orders,1
Dawn Porter,orders,1
Brenda Gillespie,orders,1
Brandy Odonnell,orders,1
Angela Harris,orders,1
Aaron Edwards,orders,1
Lori Daugherty,ordering,1
Laura Pratt,orders,1
Andrea Rasmussen,ordering,1
Yesenia Bowers,ordered,1
William Melton,ordered,1
Timothy Scott,ordered,1
Timothy Grant,ordered,1
Theresa Moore,ordered,1
Teresa George,ordered,1
Karen Montgomery,orders,1
Mackenzie Phillips,orders,1
Sydney Taylor,ordered,1
Ashley Rush,orientation,1
Ricky Berger,original,1
Nathan Nguyen,original,1
Michelle Whitehead,original,1
Jessica Henderson,original,1
James Barr,original,1
Sarah Thomas,oriented,1
Maxwell Castillo,oriented,1
Brandon Leon,organization,1
Michael Morton,orders,1
Melissa Mcclain MD,organisation,1
Brian Wall,org,1
Samantha Warner,ordination,1
Sarah Watts,ordersdelivery,1
Tracy Weaver,orders,1
Sarah Gutierrez,orders,1
Nathan Young,orders,1
Tammy Thomas,ordered,1
Steven Murillo,ordered,1
Victoria Butler,order,1
Darren Hoffman,ordered,1
Holly King,ordered,1
Emma Wyatt,ordered,1
Elizabeth Reid,ordered,1
Elijah Hoffman,ordered,1
Dawn Porter,ordered,1
David Perez,ordered,1
Darren Watson,ordered,1
Christine Lewis,ordered,1
James Chung,ordered,1
Andrea Rasmussen,ordered,1
Andrea Conley,ordered,1
Aaron Edwards,ordered,1
Yesenia Bowers,order,1
William Melton,order,1
Wesley Meyer,order,1
Victoria Collins,order,1
Jake Castro,ordered,1
Jennifer Morales,ordered,1
Shelley Watson,ordered,1
Misty Castillo,ordered,1
Seth Williamson,ordered,1
Savannah Keller,ordered,1
Sarah Thomas,ordered,1
Richard Smith,ordered,1
Rhonda Martin DVM,ordered,1
Nathan Nguyen,ordered,1
Morgan Zavala,ordered,1
Miss Patricia Mack DDS,ordered,1
Jesse Blevins,ordered,1
Michelle Larson,ordered,1
Michael Larson,ordered,1
Lawrence Phillips,ordered,1
Laura Gonzales,ordered,1
Laura Allen,ordered,1
Kenneth Ramos,ordered,1
Karen Montgomery,ordered,1
Carla Burke,order,1
Brian Wilson PhD,order,1
Ricky Berger,occasions,1
Brandy Shea,order,1
Charlotte Jacobs,old,1
Carl Douglas,old,1
Brandy Foley,old,1
Pamela Mendoza,okay,1
Nathan Nguyen,okay,1
Lawrence Phillips,okay,1
Kristi Schultz,okay,1
Judith Wyatt,okay,1
Cindy Kerr,okay,1
Brandon Goodwin,okay,1
Michael Olsen,ok,1
Mario Terrell,ok,1
Maria West,ok,1
Mackenzie Phillips,ok,1
Lauren Simmons,ok,1
Christopher Dean,ok,1
Andrea Conley,ok,1
Christopher Dean,old,1
Frederick Cook,old,1
Herbert Rodriguez,old,1
Jessica Henderson,ones,1
Melissa Russell,online,1
Jessica Sanders,online,1
Elizabeth Reid,online,1
Connor Jackson,online,1
Charlotte Jacobs,online,1
Tony Jones,ongoing,1
Christopher Dean,onewe,1
Catherine Baird,onboarding,1
Jason Glover,old,1
Brandy Shea,onboard,1
Andrea Conley,older,1
Victoria Tran,old,1
Nathan Young,old,1
Micheal Morgan,old,1
Michael Miller,old,1
Kathy Strong,old,1
Thomas Hayes,officials,1
Kenneth Henderson,officially,1
Jordan Wilson,officers,1
Tammy Cochran,offer,1
John Mccall,offers,1
William Little MD,offered,1
Katrina Mendoza,offered,1
Brianna Brown PhD,offered,1
Ashley Hamilton,offered,1
Thomas Adams,offer,1
Teresa Gilbert,offer,1
Olivia Villa,offer,1
Adriana Adams,offficer,1
Mikayla Wright,offer,1
Michael Silva,offer,1
Timothy Green,offc,1
William Scott,odour,1
Timothy Grant,odering,1
Darren Hoffman,oder,1
Courtney Richardson,oder,1
Kristine Banks,offers,1
Brandon Young,office,1
Willie Flores,officer,1
Dustin Deleon,officer,1
Paul Preston,officer,1
Megan Hernandez,officer,1
Kelly Moore DDS,officer,1
Jessica Powell,officer,1
Jessica Nixon,officer,1
Jerry Green,officer,1
James Blevins,officer,1
Darren Watson,officer,1
Carl Douglas,office,1
Wayne Jimenez,office,1
Veronica Howell,office,1
Mr. Albert Clark DDS,office,1
Matthew Lambert,office,1
Jessica Powell,office,1
Jennifer Moore,office,1
Elizabeth Garcia,office,1
Nicole Miranda,online,1
Stephanie Lewis,online,1
Tommy Davies,online,1
Melissa Nelson,option,1
Caleb Allen,options,1
Amy Burke,options,1
Xavier Little,option,1
Steven Fox,option,1
Sheena Williams,option,1
Mrs. Sandra Johnson,option,1
Melissa Spence,option,1
Marcus Lynch,option,1
Lawrence Phillips,options,1
Lori Daugherty,option,1
Laurie Wilson,option,1
Laura Patel,option,1
Kim Barnes,option,1
Karen Montgomery,option,1
Joshua Stewart,option,1
Joseph Smith,option,1
Jaime Henderson,options,1
Michael Torres,options,1
Jamie Smith,option,1
Andrea Conley,order,1
Bradley Lyons,order,1
Ashley Espinoza,order,1
Anthony Shaffer,order,1
Ann English,order,1
Angela Harris,order,1
Andrew Davis,order,1
Andrea Wilkerson,order,1
Andre Adams,order,1
Michelle Whitehead,options,1
Amy Mendez,order,1
Amy Flores,order,1
Amber Brown,order,1
Alicia Burton,order,1
Alexandra Harris,order,1
Jacqueline Roberts,orally,1
Thomas Adams,options,1
Jennifer Lewis,option,1
Eric Nixon MD,option,1
Daniel Martin,onlu,1
Christopher Mcintosh,open,1
Nicholas Wright,open,1
Michelle Cunningham,open,1
Kelsey Massey,open,1
James Lopez,open,1
Holly King,open,1
Devon Daniel,open,1
Daniel Ball,open,1
Christopher Brown,open,1
Theresa Moore,open,1
Charlotte Jacobs,open,1
Carla Morgan,open,1
Amy Mendez,open,1
Amanda Morse,open,1
Alexander Mata,open,1
Adam Barnett,onward,1
Melissa Spence,onus,1
Steven Buckley,open,1
Tina Garza,open,1
Devon Daniel,option,1
Stacey Clark,opportunities,1
Dawn Porter,option,1
Dana Taylor,option,1
Amanda Sloan,option,1
Albert Thornton,option,1
Wendy Mitchell,optimistic,1
Nathan Young,opted,1
Bethany Lee,opportunity,1
Shirley Hayden,oppo,1
Jennifer Webster,opened,1
Sarah Keller,opinion,1
Stacey Miller,operative,1
Matthew Lambert,operations,1
Joe Chapman,operating,1
Erica Harris,opening,1
Nathan Young,opened,1
Joshua Franklin,opened,1
Tina Harrington,policies,1
Victoria Butler,policies,1
William Hall,policies,1
Monique Graham,promise,1
Ryan Thompson,professional,1
Ronald Houston,professional,1
Robert Smith,professional,1
Robert Elliott,professional,1
Randy May,professional,1
Nicole Hernandez,professional,1
Morgan Zavala,professional,1
Mike Frost,professional,1
Michael Cooper,professional,1
Melissa Mcclain MD,professional,1
Maxwell Castillo,professional,1
Mary Hopkins,professional,1
Lindsay Campbell,professional,1
Laura Patel,professional,1
Kelly Thomas,professional,1
Jordan Wilson,professional,1
Jennifer May,professional,1
Samuel Gonzalez,professional,1
Sarah Bennett,professional,1
Teresa Nolan,professional,1
Jennifer May,proffesionally,1
Carla Morgan,promise,1
Anthony Shaffer,promise,1
Alexis Campbell,promise,1
Tony Jones,progress,1
Ryan Thompson,profit,1
Joshua Ortiz,profit,1
Brenda Gillespie,profit,1
Gordon Jones,proffesional,1
Tina Garza,professional,1
Samuel Douglas,professionally,1
Laura Farmer,professionally,1
Brandy Foley,professionally,1
James Williams,professionalism,1
Gordon Jones,professionalism,1
Anthony Reeves,professionalism,1
Tina Harrington,professional,1
Jason Park,professional,1
Gregory Jackson,professional,1
Gregory Davenport,professional,1
Paul Preston,products,1
Shelley Watson,products,1
Shawn Rose,products,1
Scott Scott,products,1
Scott Sanchez,products,1
Rebecca Walker,products,1
Rachel Parker,products,1
Peter Lawrence,products,1
Paul Johnson,products,1
Steven Murillo,products,1
Pamela Perez,products,1
Olivia Villa,products,1
Nicole Patel,products,1
Nathan Young,products,1
Nathan Nguyen,products,1
Michael Silva,products,1
Mark Vasquez,products,1
Stanley Moss,products,1
Teresa George,products,1
Gabriel Hansen,professional,1
Brandy Shea,professional,1
Erik Williams,professional,1
Donna Jenkins,professional,1
Courtney Richardson,professional,1
Cole Carlson,professional,1
Christina Chavez,professional,1
Carolyn Norman,professional,1
Brittany Thornton,professional,1
Brandy Odonnell,professional,1
Thomas Blair,products,1
Anthony Salinas,professional,1
Aaron Edwards,professional,1
Tracy Weaver,profeesionalism,1
Xavier Little,products,1
Veronica Anderson,products,1
Tina Garza,products,1
Timothy Henry,products,1
James Ford,promise,1
Timothy Scott,promise,1
Nichole Price,problem,1
Anthony Shaffer,promised,1
Darren Watson,proper,1
Danny Li,proper,1
Craig Gonzales,proper,1
Christopher Brown,proper,1
Christine Castro,proper,1
Christian Armstrong,proper,1
Chad Nielsen,proper,1
Carla Morgan,proper,1
Carla Burke,proper,1
Blake Davis,proper,1
Anthony Hancock,proper,1
Ann English,proper,1
Alyssa Jones,proper,1
Allen Bowers,proper,1
Alexis Parrish DVM,proper,1
Christopher Lang,proofs,1
Rachel Smith,proof,1
Donna Jenkins,proper,1
Jacob Hester,proper,1
Jennifer Morales,proper,1
Michael Larson,proper,1
Shelley Watson,proper,1
Sarah Murray,proper,1
Sarah Gutierrez,proper,1
Samuel Ramos,proper,1
Rachel Smith,proper,1
Nicole Zavala,proper,1
Michelle Moore,proper,1
Matthew White PhD,proper,1
Julie Williams,proper,1
Matthew Lambert,proper,1
Marcus Lynch,proper,1
Lynn Gross,proper,1
Kristen Olson,proper,1
Kim Barnes,proper,1
Kevin Lane,proper,1
Karen Williams,proper,1
Melissa Spence,proof,1
Charlotte Jacobs,proof,1
Jennifer Morales,pronuncing,1
Megan Smith,promised,1
Wendy Taylor,promises,1
Michael Larson,promises,1
Marie Acosta,promises,1
Elizabeth Guerra,promises,1
Christina Chavez,promises,1
Whitney Cross DVM,promised,1
Savannah Keller,promised,1
Kenneth Ramos,promised,1
Elizabeth Rose,promote,1
Kelsey Garcia,promised,1
Jennifer Day,promised,1
Gordon Jones,promised,1
Elizabeth Reid,promised,1
David Parker,promised,1
Christine Lewis,promised,1
Chad Wells,promised,1
Allen Bowers,promote,1
Kelly Carpenter,promote,1
Samuel Ramos,pronounce,1
David Weaver,prompt,1
Tony Jones,promptly,1
Kevin Lane,promptly,1
Sarah Bennett,prompt,1
Pamela Stevens,prompt,1
Kristin King,prompt,1
Jacqueline Meadows,prompt,1
Debra Brown,prompt,1
Angela Carlson,prompt,1
Laura Patel,promote,1
Joe Chapman,promotion,1
Erin Fischer,promotion,1
Adriana Adams,promoting,1
Claudia Massey,promoted,1
Amanda Benjamin,promoted,1
Wendy Mitchell,promote,1
Nichole Price,promote,1
Laura Beck,products,1
Laura Allen,products,1
Kristine Banks,products,1
Kristin Adams,products,1
Blake Davis,problems,1
Ariana Chavez,problems,1
Anthony Kerr,problems,1
Alyssa Jones,problems,1
Allison Wheeler,problems,1
Adam Hernandez,problems,1
Michael Ruiz,problemi,1
Michael Gomez,problembut,1
Yesenia Bowers,problem,1
William Munoz,problem,1
William Little MD,problem,1
William Gallagher,problem,1
Wesley Meyer,problem,1
Wendy Mitchell,problem,1
Wendy Lang,problem,1
Wendy Church,problem,1
Virginia Hoffman,problem,1
Brittany Nunez,problems,1
Carla Morgan,problems,1
Christopher Obrien,problems,1
Lee Allen PhD,problems,1
Nathan Young,problems,1
Nancy Singh,problems,1
Mrs. Heather Williams,problems,1
Michael Rodriguez,problems,1
Melissa Castillo,problems,1
Matthew Grimes,problems,1
Mary Ross,problems,1
Lauren Simmons,problems,1
David Perez,problems,1
Laura Farmer,problems,1
Kelly Thomas,problems,1
Kathy Stevenson,problems,1
James Abbott,problems,1
Jaclyn Fields,problems,1
Debbie Gomez,problems,1
Dawn Porter,problems,1
Victoria Douglas,problem,1
Tracey Malone,problem,1
Todd Floyd,problem,1
Richard Oconnor,problem,1
Samantha Miller,problem,1
Samantha Jones,problem,1
Ryan Thompson,problem,1
Russell Lee,problem,1
Ruben Horton,problem,1
Roger Turner,problem,1
Robert Cook,problem,1
Richard Barber,problem,1
Samuel Blankenship,problem,1
Rhonda Martin DVM,problem,1
Randy May,problem,1
Rachel Avila,problem,1
Paula Wilkins,problem,1
Pamela Stevens,problem,1
Omar Odonnell,problem,1
Noah Chase,problem,1
Samantha Warner,problem,1
Samuel Hanson,problem,1
Tina Garza,problem,1
Stephen Foster,problem,1
Timothy Huff,problem,1
Timothy Fernandez,problem,1
Tanner Snyder,problem,1
Tammy Mcneil,problem,1
Susan Wolf,problem,1
Susan Salazar,problem,1
Susan Johnson,problem,1
Stephanie Holmes,problem,1
Samuel Ramos,problem,1
Sheri Hood,problem,1
Sharon Bullock,problem,1
Sergio Carrillo,problem,1
Sean Williams,problem,1
Scott Scott,problem,1
Sarah Hendricks,problem,1
Sarah Becker,problem,1
Rose Moore,problems,1
Stephanie Neal,problems,1
Tabitha Ayala,problems,1
Blake Davis,products,1
Denise Rodriguez,products,1
Daniel Ball,products,1
Christina Hines MD,products,1
Cathy Harris,products,1
Catherine Baird,products,1
Carla Burke,products,1
Brian Mcguire,products,1
Andrea Conley,products,1
Elizabeth Collins,products,1
Andre Adams,products,1
Amy Gonzalez,products,1
Amy Burke,products,1
Alexis Parrish DVM,products,1
Adriana Adams,products,1
Amy Flores,productivity,1
Kevin Walsh,producet,1
Douglas Savage,products,1
Elizabeth Garcia,products,1
Amy Flores,proclivity,1
John Gordon,products,1
Kimberly Martinez,products,1
Kevin Walsh,products,1
Kenneth Murphy,products,1
Justin Willis,products,1
Joseph Brown,products,1
John Mccall,products,1
John Hoffman,products,1
Joanna Wright,products,1
Emily Mckenzie,products,1
Jessica Henderson,products,1
Jessica Fisher,products,1
Jennifer Moore,products,1
Jason Glover,products,1
Melissa Spence,restore,1
Jamie Knapp,products,1
Gabriel Hansen,products,1
Angela Harris,prodict,1
Christopher Mcintosh,proclaimed,1
Taylor Harvey,problems,1
Patricia Holmes,procedure,1
Jennifer Vazquez,process,1
James Lopez,process,1
Holly Huang,process,1
David Todd,process,1
Darren Hoffman,process,1
Scott Scott,proceeding,1
Charles Williamson,proceed,1
Amanda Benjamin,procedure,1
Jorge Ingram,process,1
Ryan Jackson,problemthank,1
Wendy Church,problemteam,1
Chad Wells,problemsthank,1
William Scott,problems,1
Walter Decker,problems,1
Timothy Huff,problems,1
Timothy Huber,problems,1
John Carrillo,process,1
Joshua Christensen,process,1
David Todd,processingthen,1
Tristan Holt,process,1
Robert Elliott,processing,1
Lawrence Phillips,processing,1
Jacob Hester,processes,1
Juan Moore,processed,1
Corey Brown,processed,1
William Hall,process,1
Whitney Cross DVM,process,1
Stephen Lee,process,1
Kathryn Vasquez,process,1
Rachel Barnes,process,1
Mrs. Jennifer Stone,process,1
Mr. Albert Clark DDS,process,1
Morgan Zavala,process,1
Linda Butler,process,1
Kenneth Murphy,process,1
Katrina White,process,1
Tammy Garcia,proper,1
Taylor Harvey,proper,1
Teresa Nolan,proper,1
Theresa Moore,provider,1
Paul Roach,purchase,1
Melissa Spence,purchase,1
Megan Henderson,purchase,1
Mario Terrell,purchase,1
Lisa Osborne,purchase,1
Lisa Brennan,purchase,1
Kevin Walsh,purchase,1
Katrina Mendoza,purchase,1
Karen Montgomery,purchase,1
Jessica Henderson,purchase,1
Jennifer Day,purchase,1
Jacob Hester,purchase,1
Jaclyn Fields,purchase,1
Christopher Schneider,purchase,1
Carolyn Sullivan,purchase,1
Blake Davis,purchase,1
Angela Harris,purchase,1
Robert Cook,purchase,1
Scott Scott,purchase,1
Stacey Miller,purchase,1
Thomas Adams,purchased,1
Janice Santiago,purchasing,1
William Melton,purchases,1
Jacob Hester,purchases,1
Brandy Foley,purchases,1
Brandon Goodwin,purchases,1
William Townsend,purchased,1
Wendy Taylor,purchased,1
Michelle Whitehead,purchased,1
Stephanie Lewis,purchase,1
James Chung,purchased,1
Brandy Odonnell,purchased,1
Brandon Goodwin,purchased,1
Anthony Kerr,purchased,1
Tony Jones,purchase,1
Timothy Green,purchase,1
Susan Salazar,purchase,1
Adriana Adams,purchase,1
Jorge Williams,purchaged,1
Joseph Harris,puppet,1
Jacob Hester,providing,1
Melissa Murray,providing,1
Melissa Grant,providing,1
Kelsey Garcia,providing,1
Katrina Mendoza,providing,1
Justin Williamson,providing,1
Joshua Franklin,providing,1
Joseph Harris,providing,1
Jaclyn Fields,providing,1
Michele Kramer,providing,1
Holly Huang,providing,1
Charles Williamson,providing,1
Chad Burns,providing,1
Angela Carlson,providing,1
Alisha Goodwin,providing,1
Xavier Little,provides,1
Thomas Adams,provides,1
Michael Gomez,providing,1
Nicholas Wright,providing,1
Sergio Carrillo,punished,1
Veronica Wallace,ps,1
Linda Foster,punished,1
Gregory Andrews,punished,1
Jennifer Webster,punish,1
Debra Brown,punam,1
Kristin Adams,puma,1
Elijah Hoffman,ptahatic,1
Kevin Ramos,pta,1
Ruben Horton,ps,1
Paula Castillo,providing,1
Jennifer Jones,prpduct,1
Seth Williamson,provision,1
Patricia Holmes,proving,1
Tammy Mcneil,providing,1
Shelley Watson,providing,1
Sharon Bullock,providing,1
Sara Rodriguez,providing,1
Madison Flores,purchasing,1
Seth Williamson,purchasing,1
Brandon Leon,purpose,1
Tammy Cochran,quality,1
Linda Murray,quantity,1
Jesse Blevins,quantity,1
Sharon Bullock,quantities,1
Wendy Church,qualitynot,1
Tracy Weaver,quality,1
Thomas Hayes,quality,1
Teresa Nolan,quality,1
Savannah Keller,quality,1
Samuel Douglas,quantity,1
Sarah Gutierrez,quality,1
Robert Oneal,quality,1
Robert Cook,quality,1
Rhonda Martin DVM,quality,1
Rebecca Walker,quality,1
Peter Lawrence,quality,1
Paul Preston,quality,1
Mario Terrell,quantity,1
Sierra Walker DDS,quantity,1
Nicholas Wright,quality,1
Samuel Spencer,queeqly,1
Austin Gregory,queries,1
Anthony Booth,queries,1
Anna Miller,queries,1
Angela Reid,queries,1
Adrian Richards,queries,1
Adrian Branch,queries,1
Courtney Wolf,quelity,1
Victoria Tran,quary,1
Tyler Miller,quantity,1
Sara Chavez,quary,1
Mary Ross,quarry,1
Debra Brown,quarry,1
Courtney Wolf,quarry,1
Holly Huang,quarries,1
Kathy Price,quaries,1
Debra Brown,quaries,1
Patricia Moore,quality,1
Nathan Nguyen,quality,1
Cole Carlson,purpose,1
Eric Bowen,qnd,1
Andre Hunter,quality,1
Amy Gonzalez,quality,1
Amy Burke,quality,1
Denise Rodriguez,qualities,1
Samuel Ramos,qualified,1
Carol Washington,qualified,1
Rachel Green,qnd,1
Tracey Malone,putting,1
Brian Young,quality,1
Peter Lawrence,putting,1
Lisa Osborne,putting,1
Kristin Bowman,putting,1
James Tran,putting,1
Nicole Miranda,puts,1
Jessica Wright,puts,1
Victoria Tran,purposely,1
Brian Wall,quality,1
Carmen Lyons,quality,1
Michael Ruiz,quality,1
Jean Marshall,quality,1
Melissa Spence,quality,1
Megan Bartlett,quality,1
Mario Terrell,quality,1
Lawrence Phillips,quality,1
Kim Barnes,quality,1
Katherine Kirby,quality,1
Joshua Bradshaw,quality,1
James Barr,quality,1
Christina Hines MD,quality,1
Erik Williams,quality,1
Denise Rodriguez,quality,1
David Meza MD,quality,1
Daniel Woods,quality,1
Cole Moore,quality,1
Christopher Schneider,quality,1
Christine Gray,quality,1
Samantha Harmon,provides,1
Michael Rodriguez,provider,1
Timothy Huber,proper,1
Ashley Robinson,provider,1
Debra Brown,provide,1
Christopher Smith,provide,1
Christina Bolton,provide,1
Charles Moore,provide,1
Chad Wells,provide,1
Cathy Harris,provide,1
Brittney Key,provide,1
Brandy Shea,provide,1
Brandy Foley,provide,1
Anthony Moss,provide,1
Anthony Kerr,provide,1
Andrea Beck,provide,1
Amy Mendez,provide,1
Amber Brown,provide,1
Michael Silva,prove,1
Peter Lawrence,proud,1
Mary Huff,proud,1
Diana Dudley,provide,1
Erin Smith MD,provide,1
Haley Chambers DDS,provide,1
Joshua Webb,provide,1
Laura Gonzales,provide,1
Laura Beck,provide,1
Kristine Banks,provide,1
Kim Barnes,provide,1
Kelsey Massey,provide,1
Kelsey Garcia,provide,1
Judith Wyatt,provide,1
Jorge Ingram,provide,1
Jacob Hester,provide,1
John Mccall,provide,1
Joe Chapman,provide,1
Jennifer Munoz,provide,1
Jennifer Day,provide,1
Jennifer Cox,provide,1
Jeffrey Byrd,provide,1
James Barr,provide,1
Tabitha Ayala,protocol,1
William Little MD,protection,1
Brianna Brown PhD,protection,1
Colleen Hall,properly,1
Erin Smith MD,properly,1
Edward Taylor,properly,1
Donna Jenkins,properly,1
Darren Watson,properly,1
Daniel Woods,properly,1
Curtis Mccarthy,properly,1
Craig Gonzales,properly,1
Christopher Sanchez,properly,1
James Lopez,properly,1
Carol Reid,properly,1
Brian Mcguire,properly,1
Anna Miller,properly,1
Allen Bowers,properly,1
Adam Henderson,properly,1
Wesley Meyer,proper,1
Timothy Wilson,proper,1
Gregory Jackson,properly,1
Jessica Nixon,properly,1
Jennifer Jones,proscess,1
Robert Lewis,properly,1
Kimberly Oliver,properlythat,1
William Hall,properly,1
Walter Decker,properly,1
Theresa Moore,properly,1
Stacy Washington,properly,1
Seth Williamson,properly,1
Samuel Ramos,properly,1
Patricia Holmes,properly,1
Jessica Williams,properly,1
Olivia Nguyen,properly,1
Nicole Patel,properly,1
Nathaniel Smith,properly,1
Miss Patricia Mack DDS,properly,1
Kimberly Oliver,properly,1
Julie Williams,properly,1
John Oneill,properly,1
Linda Foster,provide,1
Luis Bell,provide,1
Marcus Lynch,provide,1
Kristin King,provided,1
Michael Martin,provided,1
Michael Larson,provided,1
Melissa Murray,provided,1
Marie Acosta,provided,1
Marcus Lynch,provided,1
Linda Foster,provided,1
Latoya Blair,provided,1
Kimberly Miller,provided,1
Natalie Gonzales,provided,1
Kevin Walsh,provided,1
Jennifer Webster,provided,1
Jennifer Hernandez,provided,1
Gordon Jones,provided,1
Emma Wyatt,provided,1
Edward Taylor,provided,1
Douglas Smith,provided,1
Ms. Karen Moore,provided,1
Omar Odonnell,provided,1
Courtney Richardson,provided,1
Timothy Henry,provided,1
Amber Brown,provider,1
William Hall,provided,1
Wesley Meyer,provided,1
Wayne Jimenez,provided,1
Virginia Mccormick,provided,1
Tony Jones,provided,1
Tina Harrington,provided,1
Teresa Gilbert,provided,1
Pamela Stevens,provided,1
Taylor Harvey,provided,1
Steven Buckley,provided,1
Stacy Morales,provided,1
Shannon Hicks,provided,1
Seth Williamson,provided,1
